State,Year,Educational attainment,Total_Thousands,Value in Thousands,Percentage,Latitude,Longitude,Latitude2,Longitude2
Melaka,2008,Primary,"1,627.90",41.9,0.026,2.3293744,102.2880962,1.4293744,101.7880962
Melaka,2008,Secondary,"1,801.70",175,0.097,2.3293744,102.2880962,1.4293744,101.7880962
Melaka,2008,Tertiary,"1,831.60",68.7,0.038,2.3293744,102.2880962,1.4293744,101.7880962
Melaka,2009,No formal education,290.9,6.5,0.022,2.3293744,102.2880962,1.4293744,101.7880962
Melaka,2009,Primary,"1,927.10",37.7,0.02,2.3293744,102.2880962,1.4293744,101.7880962
Melaka,2009,Secondary,"1,903.80",176.1,0.092,2.3293744,102.2880962,1.4293744,101.7880962
Melaka,2009,Tertiary,"1,937.60",70.6,0.036,2.3293744,102.2880962,1.4293744,101.7880962
Melaka,2010,No formal education,338.6,4.9,0.014,2.3293744,102.2880962,1.4293744,101.7880962
Melaka,2010,Primary,2032.6,47.3,0.023,2.3293744,102.2880962,1.4293744,101.7880962
Melaka,2010,Secondary,2022,207.5,0.103,2.3293744,102.2880962,1.4293744,101.7880962
Melaka,2010,Tertiary,915.7,78.9,0.086,2.3293744,102.2880962,1.4293744,101.7880962
Melaka,2011,No formal education,343.3,4.2,0.012,2.3293744,102.2880962,1.4293744,101.7880962
Melaka,2011,Primary,955.8,43,0.045,2.3293744,102.2880962,1.4293744,101.7880962
Melaka,2011,Secondary,946.4,211.8,0.224,2.3293744,102.2880962,1.4293744,101.7880962
Melaka,2011,Tertiary,955.2,84.2,0.088,2.3293744,102.2880962,1.4293744,101.7880962
Melaka,2012,No formal education,358.8,4.3,0.012,2.3293744,102.2880962,1.4293744,101.7880962
Melaka,2012,Primary,958,48.1,0.05,2.3293744,102.2880962,1.4293744,101.7880962
Melaka,2012,Secondary,997.4,217.4,0.218,2.3293744,102.2880962,1.4293744,101.7880962
Melaka,2012,Tertiary,973,89,0.091,2.3293744,102.2880962,1.4293744,101.7880962
Melaka,2013,No formal education,378.3,3.8,0.01,2.3293744,102.2880962,1.4293744,101.7880962
Melaka,2013,Primary,"1,093.70",48.8,0.045,2.3293744,102.2880962,1.4293744,101.7880962
Melaka,2013,Secondary,"1,103.40",234.7,0.213,2.3293744,102.2880962,1.4293744,101.7880962
Melaka,2013,Tertiary,"1,184.90",91,0.077,2.3293744,102.2880962,1.4293744,101.7880962
Melaka,2014,No formal education,398.3,2.5,0.006,2.3293744,102.2880962,1.4293744,101.7880962
Melaka,2014,Primary,"1,271.40",44.1,0.035,2.3293744,102.2880962,1.4293744,101.7880962
Melaka,2014,Secondary,"1,258.30",244.9,0.195,2.3293744,102.2880962,1.4293744,101.7880962
Melaka,2014,Tertiary,"1,260.10",106.9,0.085,2.3293744,102.2880962,1.4293744,101.7880962
Melaka,2015,No formal education,402.4,4.7,0.012,2.3293744,102.2880962,1.4293744,101.7880962
Melaka,2015,Primary,"1,316.70",37.2,0.028,2.3293744,102.2880962,1.4293744,101.7880962
Melaka,2015,Secondary,"1,346.80",242.7,0.18,2.3293744,102.2880962,1.4293744,101.7880962
Melaka,2015,Tertiary,1319.5,117.8,0.089,2.3293744,102.2880962,1.4293744,101.7880962
Melaka,2016,No formal education,400.8,3.6,0.009,2.3293744,102.2880962,1.4293744,101.7880962
Melaka,2016,Primary,"1,715.30",35,0.02,2.3293744,102.2880962,1.4293744,101.7880962
Melaka,2016,Secondary,"1,552.50",245.2,0.158,2.3293744,102.2880962,1.4293744,101.7880962
Melaka,2016,Tertiary,"1,803.20",117,0.065,2.3293744,102.2880962,1.4293744,101.7880962
Melaka,2017,No formal education,410.3,4.1,0.01,2.3293744,102.2880962,1.4293744,101.7880962
Melaka,2017,Primary,"2,028.10",30.3,0.015,2.3293744,102.2880962,1.4293744,101.7880962
Melaka,2017,Secondary,"2,048.80",239.5,0.117,2.3293744,102.2880962,1.4293744,101.7880962
Melaka,2017,Tertiary,"2,084.40",136.3,0.065,2.3293744,102.2880962,1.4293744,101.7880962
Melaka,2018,No formal education,421.2,3.3,0.008,2.3293744,102.2880962,1.4293744,101.7880962
Melaka,2018,Primary,"2,159.80",28.8,0.013,2.3293744,102.2880962,1.4293744,101.7880962
Melaka,2018,Secondary,"2,173.30",244.2,0.112,2.3293744,102.2880962,1.4293744,101.7880962
Melaka,2018,Tertiary,"2,634.40",144.8,0.055,2.3293744,102.2880962,1.4293744,101.7880962
Melaka,2019,No formal education,432.9,2.8,0.006,2.3293744,102.2880962,1.4293744,101.7880962
Melaka,2019,Primary,"2,842.60",30.4,0.011,2.3293744,102.2880962,1.4293744,101.7880962
Melaka,2019,Secondary,"3,006.20",247.2,0.082,2.3293744,102.2880962,1.4293744,101.7880962
Melaka,2019,Tertiary,"3,096.00",152.6,0.049,2.3293744,102.2880962,1.4293744,101.7880962
Melaka,2020,No formal education,426.8,2.5,0.006,2.3293744,102.2880962,1.4293744,101.7880962
Melaka,2020,Primary,"3,325.00",25.2,0.008,2.3293744,102.2880962,1.4293744,101.7880962
Melaka,2020,Secondary,"3,457.50",230.7,0.067,2.3293744,102.2880962,1.4293744,101.7880962
Melaka,2020,Tertiary,"3,546.30",168.3,0.047,2.3293744,102.2880962,1.4293744,101.7880962
Melaka,2021,No formal education,444.1,4.4,0.01,2.3293744,102.2880962,1.4293744,101.7880962
Melaka,2021,Primary,3602.7,17.1,0.005,2.3293744,102.2880962,1.4293744,101.7880962
Melaka,2021,Secondary,3676.9,248.2,0.068,2.3293744,102.2880962,1.4293744,101.7880962
Melaka,2021,Tertiary,315.4,174.4,0.553,2.3293744,102.2880962,1.4293744,101.7880962
Negeri Sembilan,2000,No formal education,359.6,11,0.031,2.731895,102.1925319,2.181895,101.0025319
Negeri Sembilan,2000,Primary,288.9,88.2,0.305,2.731895,102.1925319,2.181895,101.0025319
Negeri Sembilan,2000,Secondary,355.1,212,0.597,2.731895,102.1925319,2.181895,101.0025319
Negeri Sembilan,2000,Tertiary,347.9,48.3,0.139,2.731895,102.1925319,2.181895,101.0025319
Negeri Sembilan,2001,No formal education,362.8,9,0.025,2.731895,102.1925319,2.181895,101.0025319
Negeri Sembilan,2001,Primary,362.8,98.7,0.272,2.731895,102.1925319,2.181895,101.0025319
Negeri Sembilan,2001,Secondary,362.8,201.8,0.556,2.731895,102.1925319,2.181895,101.0025319
Negeri Sembilan,2001,Tertiary,362.8,53.3,0.147,2.731895,102.1925319,2.181895,101.0025319
Negeri Sembilan,2002,No formal education,337.2,10.8,0.032,2.731895,102.1925319,2.181895,101.0025319
Negeri Sembilan,2002,Primary,337.2,85.5,0.254,2.731895,102.1925319,2.181895,101.0025319
Negeri Sembilan,2002,Secondary,337.2,192.1,0.57,2.731895,102.1925319,2.181895,101.0025319
Negeri Sembilan,2002,Tertiary,337.2,48.7,0.144,2.731895,102.1925319,2.181895,101.0025319
Negeri Sembilan,2003,No formal education,352.3,8.7,0.025,2.731895,102.1925319,2.181895,101.0025319
Negeri Sembilan,2003,Primary,352.3,86.9,0.247,2.731895,102.1925319,2.181895,101.0025319
Negeri Sembilan,2003,Secondary,352.3,200.9,0.57,2.731895,102.1925319,2.181895,101.0025319
Negeri Sembilan,2003,Tertiary,352.3,55.8,0.158,2.731895,102.1925319,2.181895,101.0025319
Negeri Sembilan,2004,No formal education,373.6,8.1,0.022,2.731895,102.1925319,2.181895,101.0025319
Negeri Sembilan,2004,Primary,373.6,83.5,0.224,2.731895,102.1925319,2.181895,101.0025319
Negeri Sembilan,2004,Secondary,373.6,217.5,0.582,2.731895,102.1925319,2.181895,101.0025319
Negeri Sembilan,2004,Tertiary,373.6,64.5,0.173,2.731895,102.1925319,2.181895,101.0025319
Negeri Sembilan,2005,No formal education,386.7,7.4,0.019,2.731895,102.1925319,2.181895,101.0025319
Negeri Sembilan,2005,Primary,386.7,77.8,0.201,2.731895,102.1925319,2.181895,101.0025319
Negeri Sembilan,2005,Secondary,386.7,232.9,0.602,2.731895,102.1925319,2.181895,101.0025319
Negeri Sembilan,2005,Tertiary,386.7,68.6,0.177,2.731895,102.1925319,2.181895,101.0025319
Negeri Sembilan,2006,No formal education,394.5,7.8,0.02,2.731895,102.1925319,2.181895,101.0025319
Negeri Sembilan,2006,Primary,394.5,80.1,0.203,2.731895,102.1925319,2.181895,101.0025319
Negeri Sembilan,2006,Secondary,394.5,232.8,0.59,2.731895,102.1925319,2.181895,101.0025319
Negeri Sembilan,2006,Tertiary,394.5,73.9,0.187,2.731895,102.1925319,2.181895,101.0025319
Negeri Sembilan,2007,No formal education,395.8,7.8,0.02,2.731895,102.1925319,2.181895,101.0025319
Negeri Sembilan,2007,Primary,395.8,74.2,0.187,2.731895,102.1925319,2.181895,101.0025319
Negeri Sembilan,2007,Secondary,395.8,233.5,0.59,2.731895,102.1925319,2.181895,101.0025319
Negeri Sembilan,2007,Tertiary,395.8,80.3,0.203,2.731895,102.1925319,2.181895,101.0025319
Negeri Sembilan,2008,No formal education,399.3,9.1,0.023,2.731895,102.1925319,2.181895,101.0025319
Negeri Sembilan,2008,Primary,399.3,72.5,0.182,2.731895,102.1925319,2.181895,101.0025319
Negeri Sembilan,2008,Secondary,399.3,237.2,0.594,2.731895,102.1925319,2.181895,101.0025319
Negeri Sembilan,2008,Tertiary,399.3,80.4,0.201,2.731895,102.1925319,2.181895,101.0025319
Negeri Sembilan,2009,No formal education,402.2,6.9,0.017,2.731895,102.1925319,2.181895,101.0025319
Negeri Sembilan,2009,Primary,402.2,76.1,0.189,2.731895,102.1925319,2.181895,101.0025319
Negeri Sembilan,2009,Secondary,402.2,229.8,0.571,2.731895,102.1925319,2.181895,101.0025319
Negeri Sembilan,2009,Tertiary,402.2,89.5,0.223,2.731895,102.1925319,2.181895,101.0025319
Negeri Sembilan,2010,No formal education,418.3,7.4,0.018,2.731895,102.1925319,2.181895,101.0025319
Negeri Sembilan,2010,Primary,418.3,76.6,0.183,2.731895,102.1925319,2.181895,101.0025319
Negeri Sembilan,2010,Secondary,418.3,238.4,0.57,2.731895,102.1925319,2.181895,101.0025319
Negeri Sembilan,2010,Tertiary,418.3,95.9,0.229,2.731895,102.1925319,2.181895,101.0025319
Negeri Sembilan,2011,No formal education,429.1,8.3,0.019,2.731895,102.1925319,2.181895,101.0025319
Negeri Sembilan,2011,Primary,429.1,70.5,0.164,2.731895,102.1925319,2.181895,101.0025319
Negeri Sembilan,2011,Secondary,429.1,252.8,0.589,2.731895,102.1925319,2.181895,101.0025319
Negeri Sembilan,2011,Tertiary,429.1,97.5,0.227,2.731895,102.1925319,2.181895,101.0025319
Negeri Sembilan,2012,No formal education,455.7,8.9,0.02,2.731895,102.1925319,2.181895,101.0025319
Negeri Sembilan,2012,Primary,455.7,79.9,0.175,2.731895,102.1925319,2.181895,101.0025319
Negeri Sembilan,2012,Secondary,455.7,269.4,0.591,2.731895,102.1925319,2.181895,101.0025319
Negeri Sembilan,2012,Tertiary,455.7,97.5,0.214,2.731895,102.1925319,2.181895,101.0025319
Negeri Sembilan,2013,No formal education,478.9,9.4,0.02,2.731895,102.1925319,2.181895,101.0025319
Negeri Sembilan,2013,Primary,478.9,87.6,0.183,2.731895,102.1925319,2.181895,101.0025319
Negeri Sembilan,2013,Secondary,478.9,269.7,0.563,2.731895,102.1925319,2.181895,101.0025319
Negeri Sembilan,2013,Tertiary,478.9,112.2,0.234,2.731895,102.1925319,2.181895,101.0025319
Negeri Sembilan,2014,No formal education,480.9,6.7,0.014,2.731895,102.1925319,2.181895,101.0025319
Negeri Sembilan,2014,Primary,480.9,82.2,0.171,2.731895,102.1925319,2.181895,101.0025319
Negeri Sembilan,2014,Secondary,480.9,269,0.559,2.731895,102.1925319,2.181895,101.0025319
Negeri Sembilan,2014,Tertiary,480.9,123,0.256,2.731895,102.1925319,2.181895,101.0025319
Negeri Sembilan,2015,No formal education,483.6,6.4,0.013,2.731895,102.1925319,2.181895,101.0025319
Negeri Sembilan,2015,Primary,483.6,78.2,0.162,2.731895,102.1925319,2.181895,101.0025319
Negeri Sembilan,2015,Secondary,483.6,278,0.575,2.731895,102.1925319,2.181895,101.0025319
Negeri Sembilan,2015,Tertiary,483.6,121,0.25,2.731895,102.1925319,2.181895,101.0025319
Negeri Sembilan,2016,No formal education,479.7,4.1,0.009,2.731895,102.1925319,2.181895,101.0025319
Negeri Sembilan,2016,Primary,479.7,77.9,0.162,2.731895,102.1925319,2.181895,101.0025319
Negeri Sembilan,2016,Secondary,479.7,267.3,0.557,2.731895,102.1925319,2.181895,101.0025319
Negeri Sembilan,2016,Tertiary,479.7,130.4,0.272,2.731895,102.1925319,2.181895,101.0025319
Negeri Sembilan,2017,No formal education,491.2,3.2,0.007,2.731895,102.1925319,2.181895,101.0025319
Negeri Sembilan,2017,Primary,491.2,55.2,0.112,2.731895,102.1925319,2.181895,101.0025319
Negeri Sembilan,2017,Secondary,491.2,289,0.588,2.731895,102.1925319,2.181895,101.0025319
Negeri Sembilan,2017,Tertiary,491.2,143.9,0.293,2.731895,102.1925319,2.181895,101.0025319
Negeri Sembilan,2018,No formal education,503.6,5.1,0.01,2.731895,102.1925319,2.181895,101.0025319
Negeri Sembilan,2018,Primary,503.6,57.9,0.115,2.731895,102.1925319,2.181895,101.0025319
Negeri Sembilan,2018,Secondary,503.6,290.5,0.577,2.731895,102.1925319,2.181895,101.0025319
Negeri Sembilan,2018,Tertiary,503.6,150.1,0.298,2.731895,102.1925319,2.181895,101.0025319
Negeri Sembilan,2019,No formal education,497.8,4.1,0.008,2.731895,102.1925319,2.181895,101.0025319
Negeri Sembilan,2019,Primary,497.8,38.9,0.078,2.731895,102.1925319,2.181895,101.0025319
Negeri Sembilan,2019,Secondary,497.8,300.4,0.603,2.731895,102.1925319,2.181895,101.0025319
Negeri Sembilan,2019,Tertiary,497.8,154.4,0.31,2.731895,102.1925319,2.181895,101.0025319
Negeri Sembilan,2020,No formal education,492.8,4.4,0.009,2.731895,102.1925319,2.181895,101.0025319
Negeri Sembilan,2020,Primary,492.8,38.8,0.079,2.731895,102.1925319,2.181895,101.0025319
Negeri Sembilan,2020,Secondary,492.8,282.6,0.573,2.731895,102.1925319,2.181895,101.0025319
Negeri Sembilan,2020,Tertiary,492.8,167,0.339,2.731895,102.1925319,2.181895,101.0025319
Negeri Sembilan,2021,No formal education,487.8,9.7,0.02,2.731895,102.1925319,2.181895,101.0025319
Negeri Sembilan,2021,Primary,487.8,28.4,0.058,2.731895,102.1925319,2.181895,101.0025319
Negeri Sembilan,2021,Secondary,487.8,285.2,0.585,2.731895,102.1925319,2.181895,101.0025319
Negeri Sembilan,2021,Tertiary,487.8,164.4,0.337,2.731895,102.1925319,2.181895,101.0025319
Penang,2000,No formal education,682.3,19.8,0.029,5.406501299,100.2559077,5.206501299,99.5559077
Penang,2000,Primary,682.3,131.9,0.193,5.406501299,100.2559077,5.206501299,99.5559077
Penang,2000,Secondary,682.3,425.6,0.624,5.406501299,100.2559077,5.206501299,99.5559077
Penang,2000,Tertiary,682.3,105,0.154,5.406501299,100.2559077,5.206501299,99.5559077
Penang,2001,No formal education,733.3,15.6,0.021,5.406501299,100.2559077,5.206501299,99.5559077
Penang,2001,Primary,733.3,146.2,0.199,5.406501299,100.2559077,5.206501299,99.5559077
Penang,2001,Secondary,733.3,442.3,0.603,5.406501299,100.2559077,5.206501299,99.5559077
Penang,2001,Tertiary,733.3,129.2,0.176,5.406501299,100.2559077,5.206501299,99.5559077
Penang,2002,No formal education,657.2,16.6,0.025,5.406501299,100.2559077,5.206501299,99.5559077
Penang,2002,Primary,657.2,110.9,0.169,5.406501299,100.2559077,5.206501299,99.5559077
Penang,2002,Secondary,657.2,402.9,0.613,5.406501299,100.2559077,5.206501299,99.5559077
Penang,2002,Tertiary,657.2,126.6,0.193,5.406501299,100.2559077,5.206501299,99.5559077
Penang,2003,No formal education,686.3,12.6,0.018,5.406501299,100.2559077,5.206501299,99.5559077
Penang,2003,Primary,686.3,110.6,0.161,5.406501299,100.2559077,5.206501299,99.5559077
Penang,2003,Secondary,686.3,428.3,0.624,5.406501299,100.2559077,5.206501299,99.5559077
Penang,2003,Tertiary,686.3,134.9,0.197,5.406501299,100.2559077,5.206501299,99.5559077
Penang,2004,No formal education,636.7,11.7,0.018,5.406501299,100.2559077,5.206501299,99.5559077
Penang,2004,Primary,636.7,114.9,0.18,5.406501299,100.2559077,5.206501299,99.5559077
Penang,2004,Secondary,636.7,391.1,0.614,5.406501299,100.2559077,5.206501299,99.5559077
Penang,2004,Tertiary,636.7,118.8,0.187,5.406501299,100.2559077,5.206501299,99.5559077
Penang,2005,No formal education,634.9,11.6,0.018,5.406501299,100.2559077,5.206501299,99.5559077
Penang,2005,Primary,634.9,101.6,0.16,5.406501299,100.2559077,5.206501299,99.5559077
Penang,2005,Secondary,634.9,378,0.595,5.406501299,100.2559077,5.206501299,99.5559077
Penang,2005,Tertiary,634.9,142.7,0.225,5.406501299,100.2559077,5.206501299,99.5559077
Penang,2006,No formal education,658.9,11,0.017,5.406501299,100.2559077,5.206501299,99.5559077
Penang,2006,Primary,658.9,101.6,0.154,5.406501299,100.2559077,5.206501299,99.5559077
Penang,2006,Secondary,658.9,398.9,0.605,5.406501299,100.2559077,5.206501299,99.5559077
Penang,2006,Tertiary,658.9,147.2,0.223,5.406501299,100.2559077,5.206501299,99.5559077
Penang,2007,No formal education,667.6,10.8,0.016,5.406501299,100.2559077,5.206501299,99.5559077
Penang,2007,Primary,667.6,97.5,0.146,5.406501299,100.2559077,5.206501299,99.5559077
Penang,2007,Secondary,667.6,402.1,0.602,5.406501299,100.2559077,5.206501299,99.5559077
Penang,2007,Tertiary,667.6,157.1,0.235,5.406501299,100.2559077,5.206501299,99.5559077
Penang,2008,No formal education,688.4,11.3,0.016,5.406501299,100.2559077,5.206501299,99.5559077
Penang,2008,Primary,688.4,98.3,0.143,5.406501299,100.2559077,5.206501299,99.5559077
Penang,2008,Secondary,688.4,404.2,0.587,5.406501299,100.2559077,5.206501299,99.5559077
Penang,2008,Tertiary,688.4,174.6,0.254,5.406501299,100.2559077,5.206501299,99.5559077
Penang,2009,No formal education,707.1,11.2,0.016,5.406501299,100.2559077,5.206501299,99.5559077
Penang,2009,Primary,707.1,94.4,0.134,5.406501299,100.2559077,5.206501299,99.5559077
Penang,2009,Secondary,707.1,415.9,0.588,5.406501299,100.2559077,5.206501299,99.5559077
Penang,2009,Tertiary,707.1,185.6,0.262,5.406501299,100.2559077,5.206501299,99.5559077
Penang,2010,No formal education,759,9.6,0.013,5.406501299,100.2559077,5.206501299,99.5559077
Penang,2010,Primary,759,99.9,0.132,5.406501299,100.2559077,5.206501299,99.5559077
Penang,2010,Secondary,759,450.3,0.593,5.406501299,100.2559077,5.206501299,99.5559077
Penang,2010,Tertiary,759,199.2,0.262,5.406501299,100.2559077,5.206501299,99.5559077
Penang,2011,No formal education,787.5,9.7,0.012,5.406501299,100.2559077,5.206501299,99.5559077
Penang,2011,Primary,787.5,100.3,0.127,5.406501299,100.2559077,5.206501299,99.5559077
Penang,2011,Secondary,787.5,466.6,0.593,5.406501299,100.2559077,5.206501299,99.5559077
Penang,2011,Tertiary,787.5,210.8,0.268,5.406501299,100.2559077,5.206501299,99.5559077
Penang,2012,No formal education,795.8,8.3,0.01,5.406501299,100.2559077,5.206501299,99.5559077
Penang,2012,Primary,795.8,105.1,0.132,5.406501299,100.2559077,5.206501299,99.5559077
Penang,2012,Secondary,795.8,469.3,0.59,5.406501299,100.2559077,5.206501299,99.5559077
Penang,2012,Tertiary,795.8,213.1,0.268,5.406501299,100.2559077,5.206501299,99.5559077
Penang,2013,No formal education,826.1,9.8,0.012,5.406501299,100.2559077,5.206501299,99.5559077
Penang,2013,Primary,826.1,111.8,0.135,5.406501299,100.2559077,5.206501299,99.5559077
Penang,2013,Secondary,826.1,491.3,0.595,5.406501299,100.2559077,5.206501299,99.5559077
Penang,2013,Tertiary,826.1,213.2,0.258,5.406501299,100.2559077,5.206501299,99.5559077
Penang,2014,No formal education,852.5,8,0.009,5.406501299,100.2559077,5.206501299,99.5559077
Penang,2014,Primary,852.5,85.6,0.1,5.406501299,100.2559077,5.206501299,99.5559077
Penang,2014,Secondary,852.5,515.8,0.605,5.406501299,100.2559077,5.206501299,99.5559077
Penang,2014,Tertiary,852.5,243.1,0.285,5.406501299,100.2559077,5.206501299,99.5559077
Penang,2015,No formal education,848.1,6.4,0.008,5.406501299,100.2559077,5.206501299,99.5559077
Penang,2015,Primary,848.1,84.6,0.1,5.406501299,100.2559077,5.206501299,99.5559077
Penang,2015,Secondary,848.1,500.1,0.59,5.406501299,100.2559077,5.206501299,99.5559077
Penang,2015,Tertiary,848.1,257.1,0.303,5.406501299,100.2559077,5.206501299,99.5559077
Penang,2016,No formal education,845.5,5.7,0.007,5.406501299,100.2559077,5.206501299,99.5559077
Penang,2016,Primary,845.5,70.7,0.084,5.406501299,100.2559077,5.206501299,99.5559077
Penang,2016,Secondary,845.5,495.4,0.586,5.406501299,100.2559077,5.206501299,99.5559077
Penang,2016,Tertiary,845.5,273.7,0.324,5.406501299,100.2559077,5.206501299,99.5559077
Penang,2017,No formal education,841.1,7.3,0.009,5.406501299,100.2559077,5.206501299,99.5559077
Penang,2017,Primary,841.1,77.8,0.092,5.406501299,100.2559077,5.206501299,99.5559077
Penang,2017,Secondary,841.1,484.5,0.576,5.406501299,100.2559077,5.206501299,99.5559077
Penang,2017,Tertiary,841.1,271.5,0.323,5.406501299,100.2559077,5.206501299,99.5559077
Penang,2018,No formal education,849.4,13,0.015,5.406501299,100.2559077,5.206501299,99.5559077
Penang,2018,Primary,849.4,72.9,0.086,5.406501299,100.2559077,5.206501299,99.5559077
Penang,2018,Secondary,849.4,482.8,0.568,5.406501299,100.2559077,5.206501299,99.5559077
Penang,2018,Tertiary,849.4,280.8,0.331,5.406501299,100.2559077,5.206501299,99.5559077
Penang,2019,No formal education,852.3,4.9,0.006,5.406501299,100.2559077,5.206501299,99.5559077
Penang,2019,Primary,852.3,68.8,0.081,5.406501299,100.2559077,5.206501299,99.5559077
Penang,2019,Secondary,852.3,488,0.573,5.406501299,100.2559077,5.206501299,99.5559077
Penang,2019,Tertiary,852.3,290.6,0.341,5.406501299,100.2559077,5.206501299,99.5559077
Penang,2020,No formal education,863.4,6,0.007,5.406501299,100.2559077,5.206501299,99.5559077
Penang,2020,Primary,863.4,45.9,0.053,5.406501299,100.2559077,5.206501299,99.5559077
Penang,2020,Secondary,863.4,497.2,0.576,5.406501299,100.2559077,5.206501299,99.5559077
Penang,2020,Tertiary,863.4,314.3,0.364,5.406501299,100.2559077,5.206501299,99.5559077
Penang,2021,No formal education,889.5,20.3,0.023,5.406501299,100.2559077,5.206501299,99.5559077
Penang,2021,Primary,889.5,46.1,0.052,5.406501299,100.2559077,5.206501299,99.5559077
Penang,2021,Secondary,889.5,523.5,0.589,5.406501299,100.2559077,5.206501299,99.5559077
Penang,2021,Tertiary,889.5,299.5,0.337,5.406501299,100.2559077,5.206501299,99.5559077
Pahang,2000,No formal education,459.1,23.2,0.051,3.6168822,102.5994547,3.2168822,104.0994547
Pahang,2000,Primary,459.1,161.6,0.352,3.6168822,102.5994547,3.2168822,104.0994547
Pahang,2000,Secondary,459.1,220.4,0.48,3.6168822,102.5994547,3.2168822,104.0994547
Pahang,2000,Tertiary,459.1,53.9,0.117,3.6168822,102.5994547,3.2168822,104.0994547
Pahang,2001,No formal education,451.6,24,0.053,3.6168822,102.5994547,3.2168822,104.0994547
Pahang,2001,Primary,451.6,144.2,0.319,3.6168822,102.5994547,3.2168822,104.0994547
Pahang,2001,Secondary,451.6,234.2,0.519,3.6168822,102.5994547,3.2168822,104.0994547
Pahang,2001,Tertiary,451.6,49.3,0.109,3.6168822,102.5994547,3.2168822,104.0994547
Pahang,2002,No formal education,419,21.5,0.051,3.6168822,102.5994547,3.2168822,104.0994547
Pahang,2002,Primary,419,125.8,0.3,3.6168822,102.5994547,3.2168822,104.0994547
Pahang,2002,Secondary,419,223.2,0.533,3.6168822,102.5994547,3.2168822,104.0994547
Pahang,2002,Tertiary,419,48.5,0.116,3.6168822,102.5994547,3.2168822,104.0994547
Pahang,2003,No formal education,477.1,22.1,0.046,3.6168822,102.5994547,3.2168822,104.0994547
Pahang,2003,Primary,477.1,138.5,0.29,3.6168822,102.5994547,3.2168822,104.0994547
Pahang,2003,Secondary,477.1,256.8,0.538,3.6168822,102.5994547,3.2168822,104.0994547
Pahang,2003,Tertiary,477.1,59.7,0.125,3.6168822,102.5994547,3.2168822,104.0994547
Pahang,2004,No formal education,544,29.3,0.054,3.6168822,102.5994547,3.2168822,104.0994547
Pahang,2004,Primary,544,146.4,0.269,3.6168822,102.5994547,3.2168822,104.0994547
Pahang,2004,Secondary,544,303.7,0.558,3.6168822,102.5994547,3.2168822,104.0994547
Pahang,2004,Tertiary,544,64.6,0.119,3.6168822,102.5994547,3.2168822,104.0994547
Pahang,2005,No formal education,542.7,28.1,0.052,3.6168822,102.5994547,3.2168822,104.0994547
Pahang,2005,Primary,542.7,132,0.243,3.6168822,102.5994547,3.2168822,104.0994547
Pahang,2005,Secondary,542.7,314.9,0.58,3.6168822,102.5994547,3.2168822,104.0994547
Pahang,2005,Tertiary,542.7,67.7,0.125,3.6168822,102.5994547,3.2168822,104.0994547
Pahang,2006,No formal education,571.3,22.6,0.04,3.6168822,102.5994547,3.2168822,104.0994547
Pahang,2006,Primary,571.3,143.5,0.251,3.6168822,102.5994547,3.2168822,104.0994547
Pahang,2006,Secondary,571.3,333.4,0.584,3.6168822,102.5994547,3.2168822,104.0994547
Pahang,2006,Tertiary,571.3,71.8,0.126,3.6168822,102.5994547,3.2168822,104.0994547
Pahang,2007,No formal education,580.2,26.9,0.046,3.6168822,102.5994547,3.2168822,104.0994547
Pahang,2007,Primary,580.2,139.8,0.241,3.6168822,102.5994547,3.2168822,104.0994547
Pahang,2007,Secondary,580.2,326.7,0.563,3.6168822,102.5994547,3.2168822,104.0994547
Pahang,2007,Tertiary,580.2,86.8,0.15,3.6168822,102.5994547,3.2168822,104.0994547
Pahang,2008,No formal education,605.7,25.7,0.042,3.6168822,102.5994547,3.2168822,104.0994547
Pahang,2008,Primary,605.7,136.2,0.225,3.6168822,102.5994547,3.2168822,104.0994547
Pahang,2008,Secondary,605.7,346.8,0.573,3.6168822,102.5994547,3.2168822,104.0994547
Pahang,2008,Tertiary,605.7,97,0.16,3.6168822,102.5994547,3.2168822,104.0994547
Pahang,2009,No formal education,622.3,24.1,0.039,3.6168822,102.5994547,3.2168822,104.0994547
Pahang,2009,Primary,622.3,139,0.223,3.6168822,102.5994547,3.2168822,104.0994547
Pahang,2009,Secondary,622.3,347.4,0.558,3.6168822,102.5994547,3.2168822,104.0994547
Pahang,2009,Tertiary,622.3,111.7,0.179,3.6168822,102.5994547,3.2168822,104.0994547
Pahang,2010,No formal education,608.4,17.6,0.029,3.6168822,102.5994547,3.2168822,104.0994547
Pahang,2010,Primary,608.4,124.5,0.205,3.6168822,102.5994547,3.2168822,104.0994547
Pahang,2010,Secondary,608.4,353.2,0.581,3.6168822,102.5994547,3.2168822,104.0994547
Pahang,2010,Tertiary,608.4,113.1,0.186,3.6168822,102.5994547,3.2168822,104.0994547
Pahang,2011,No formal education,624.6,14.9,0.024,3.6168822,102.5994547,3.2168822,104.0994547
Pahang,2011,Primary,624.6,117.1,0.187,3.6168822,102.5994547,3.2168822,104.0994547
Pahang,2011,Secondary,624.6,372.1,0.596,3.6168822,102.5994547,3.2168822,104.0994547
Pahang,2011,Tertiary,624.6,120.4,0.193,3.6168822,102.5994547,3.2168822,104.0994547
Pahang,2012,No formal education,650.9,15.2,0.023,3.6168822,102.5994547,3.2168822,104.0994547
